round,84386,45477,7096,116093,46199,111599,74870,54805,21583,61568,36697,37080,71961,3780,74301,81887,78067,20113,28181,2222,7218,30079,120114,22550,36073,89681,36312,30036,120192,18436,30221,71357,34827,2124,43312,101997,19025,67578,144,17004,16187,14285,35159,12972,25686,93563,98233,103856,68513,24922
0,-0.034903757,0.0024830336,-0.04292933,0.031850602,0.03373924,0.0010719617,0.02029976,0.020063026,0.0141279455,-0.008197229,-0.02201694,-0.017802821,0.021330051,-0.0284747,-0.009401678,-0.006558489,-0.03268545,-0.034090374,-0.004255408,0.024847567,0.03077627,-0.024537977,0.023458209,0.0034604692,0.008755766,-0.010824497,-0.027781771,-0.019639,-0.08209505,-0.030960258,-0.027857874,0.026029337,0.030538183,0.034867994,-0.022792645,0.009676233,-0.020853061,-0.021705065,0.013529815,-0.0016092074,0.010578696,0.0021135912,0.008828696,-0.036636543,0.015318057,-0.007232149,-0.0026830542,0.031849906,0.0010554258,-0.02099286
1,-0.034795977,0.0031580739,-0.0432443,0.031821996,0.033843704,0.0010444595,0.020444851,0.020120516,0.014102821,-0.0077620894,-0.022024512,-0.01779887,0.021816157,-0.027643168,-0.009223939,-0.0065633403,-0.0327273,-0.034091055,-0.0042338846,0.026001852,0.030571468,-0.024534944,0.023092274,0.0034664278,0.008749031,-0.010824281,-0.027731208,-0.019644238,-0.081922516,-0.030970775,-0.02785354,0.026063079,0.030544793,0.03486816,-0.02278976,0.009631351,-0.02077571,-0.021708427,0.016659833,-0.0018753461,0.010684911,0.0020363578,0.008862261,-0.03661672,0.01532079,-0.00695277,-0.0023648068,0.031889725,0.0009365208,-0.02093906
2,-0.034541648,0.0041195103,-0.04348189,0.031828877,0.034319814,0.0010205492,0.020568717,0.02013169,0.014097616,-0.0071253944,-0.022040244,-0.017801529,0.023343537,-0.02638122,-0.008994285,-0.0063507278,-0.032786228,-0.034091055,-0.0040694023,0.028137416,0.03047272,-0.024525218,0.022844896,0.003472507,0.008749653,-0.010824281,-0.02759284,-0.01964899,-0.081744805,-0.030830856,-0.02776796,0.0260708,0.030542193,0.03500412,-0.022802252,0.009642217,-0.021071294,-0.021778539,0.02214739,-0.0021052854,0.010921844,0.001962185,0.008907941,-0.036614016,0.015305808,-0.00653613,-0.0025404268,0.031926546,0.00081249746,-0.020964826
3,-0.034148656,0.005627497,-0.04339638,0.03184083,0.033936024,0.0010393539,0.02082797,0.019940726,0.014186085,-0.0059002116,-0.02204903,-0.01780317,0.025040492,-0.02404104,-0.0087014865,-0.0063019395,-0.032846093,-0.034091055,-0.0039485153,0.030061703,0.030493144,-0.024645176,0.022699136,0.0034727508,0.0087524615,-0.010824281,-0.02747316,-0.019653462,-0.08209472,-0.030793011,-0.027815433,0.026079971,0.030548424,0.035349123,-0.022815272,0.009605914,-0.021965072,-0.021936115,0.030779893,-0.0023332832,0.011131858,0.0018722126,0.00926104,-0.03651133,0.015305973,-0.005840754,-0.0018470235,0.031958282,0.0006176825,-0.021034133
4,-0.033641115,0.0056993524,-0.043246932,0.03186035,0.033934172,0.0009947858,0.021224942,0.019850815,0.014123188,-0.0033683435,-0.022037294,-0.01780628,0.025393998,-0.022089256,-0.008314941,-0.0067228414,-0.032857593,-0.034091055,-0.0035497374,0.031162955,0.030854207,-0.024586976,0.022755085,0.003484882,0.00874187,-0.010824281,-0.027494658,-0.01966547,-0.08217256,-0.030692628,-0.027747422,0.026133088,0.030549379,0.03560684,-0.022809062,0.009442645,-0.022515632,-0.022073366,0.036801223,-0.0023307856,0.011320094,0.0018536081,0.009221466,-0.036344912,0.015522696,-0.005371402,-0.0028657152,0.031894498,0.000609037,-0.021348463
5,-0.033143505,0.0068188407,-0.043369666,0.031896345,0.033596534,0.0010189267,0.02191195,0.019717593,0.013792656,-0.0019408994,-0.02204256,-0.017812053,0.025440915,-0.020218952,-0.008143466,-0.006971792,-0.0328669,-0.034091055,-0.0038993675,0.031609714,0.031176101,-0.02459899,0.022785762,0.0035283274,0.008870133,-0.010826123,-0.027189635,-0.019662648,-0.0816154,-0.030383138,-0.02753077,0.026192887,0.030540165,0.036050834,-0.022823581,0.009043209,-0.02240696,-0.02236733,0.040902615,-0.0024526087,0.010965955,0.0018502919,0.008935299,-0.03605877,0.015432065,-0.005173187,-0.0028267647,0.031856857,0.00072839344,-0.021658553
6,-0.03282064,0.007270637,-0.043466985,0.031911716,0.033857055,0.001026478,0.022415888,0.019790094,0.013771288,-0.0013367872,-0.022053037,-0.017820928,0.026302591,-0.0181414,-0.008332517,-0.0069180448,-0.03287566,-0.034091055,-0.004238813,0.030145265,0.0315128,-0.024513766,0.022843212,0.0035599396,0.0085080825,-0.010823725,-0.02694579,-0.019664254,-0.08207489,-0.03019082,-0.027442329,0.026248213,0.030541934,0.037049104,-0.022838088,0.008854911,-0.022277165,-0.022785269,0.042367637,-0.0025914235,0.011345837,0.0018355439,0.008494517,-0.035612736,0.015628338,-0.0050794883,-0.0032825246,0.0317684,0.0007128622,-0.02163004
7,-0.03238994,0.0074721994,-0.04429838,0.0317834,0.033158403,0.0010717338,0.022728385,0.019876275,0.013084343,-0.0009250643,-0.022071242,-0.017822182,0.026402961,-0.017700132,-0.007914208,-0.0070363907,-0.032886308,-0.034091055,-0.0037020454,0.030598722,0.031595353,-0.024426319,0.023020219,0.0035549593,0.0078215,-0.01081286,-0.026492758,-0.019672329,-0.08156866,-0.030139077,-0.02748473,0.026288558,0.030540258,0.03709906,-0.022840444,0.00863796,-0.022237722,-0.023169897,0.04049569,-0.0021291215,0.011565736,0.0018067994,0.008218218,-0.03571392,0.01551461,-0.0055273212,-0.0028222783,0.031762816,0.00051573745,-0.021936268
8,-0.03160819,0.007688481,-0.044272665,0.031554453,0.033337153,0.00126156,0.023208166,0.01992268,0.013266357,0.00024892352,-0.022049397,-0.017819654,0.026849497,-0.016186576,-0.007771708,-0.006278349,-0.032890793,-0.034091055,-0.0036656745,0.030826304,0.031938653,-0.024352219,0.022855077,0.0035802177,0.007264609,-0.010782838,-0.0262123,-0.019681629,-0.081528105,-0.029727742,-0.027270216,0.026324283,0.03053389,0.037484538,-0.022862319,0.008735072,-0.022576977,-0.023362318,0.042761173,-0.0020404726,0.011843308,0.0018207502,0.0077856006,-0.035654735,0.015570396,-0.005611911,-0.0027363105,0.03172966,0.0007465122,-0.021972198
